warscroll_id|line|name|description|legend|ability_type|is_reaction|condition|keywords|ability_phase|points_type|points|
000000494|2|Masters of Ambush|<b>Declare:</b> Pick this unit and up to 2 friendly <a href="/aos4/factions/ogor-mawtribes/Frost-Sabres"><b>Frost Sabres</b></a> units if those units have not been deployed.<br><br><b>Effect:</b> Set up those units in reserve <b>outflanking the prey</b>. They have now been deployed.|Always on the move, Icebrow Hunters range ahead of the main ogor force alongside packs of trained Frost Sabres.|Special|false|Deployment Phase|Deploy|Start of Turn|||
000000495|1|Great Cauldron|<b>Effect:</b> You can spend 1 or more of this unit’s <b>grisly remains points</b>. For each point spent, pick a friendly <span class="tooltip00125" data-tooltip-content="#tooltip_content00125" data-tooltip-anchor="#tooltip_content00125"><span class="kwb">GUTBUSTERS</span></span> unit wholly within 12" of this unit to be the target, then pick 1 of the following effects:<br><br><b><i>Bloodgruel:</i></b> The target has <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">Ward (5+)</a> for the rest of the turn.<br><br><b><i>Spinemarrow:</i></b> Add 1 to the Attacks characteristic of the target’s melee weapons for the rest of the turn.|Lashed to a Slaughtermaster is a great cauldron containing the remains of foes, which the ogor gobbles down in order to unleash gastromantic powers.|Special|false|Any Hero Phase||Hero Phase|||
000000495|2|Fill the Pot|<b>Effect:</b> Each time an enemy unit is destroyed by a combat attack made by a friendly <span class="tooltip00126" data-tooltip-content="#tooltip_content00126" data-tooltip-anchor="#tooltip_content00126"><span class="kwb">OGOR</span> <span class="kwb">MAWTRIBES</span></span> unit wholly within 18" of this unit, give this unit a <b>grisly remains point</b>, to a maximum of 3.|As enemies are cut down by the ogors, the Slaughtermaster collects their remains to fill his cauldron.|Special|false|Passive||Combat Phase|||
000000496|1|Brawlerguts|<b>Effect:</b> Add 1 to the D3 roll made when this unit uses the ‘Trampling Charge’ ability.|Combining brutish strength with devastating bulk, this ogor enters combat like an avalanche.|Special|false|Passive||Charge Phase|||
000000496|2|Bully of the First Degree|<b>Declare:</b> Pick another friendly <span class="tooltip00126" data-tooltip-content="#tooltip_content00126" data-tooltip-anchor="#tooltip_content00126"><span class="kwb">OGOR</span> <span class="kwb">MAWTRIBES</span></span> unit wholly within 12" of this unit to be the target.<br><br><b>Effect:</b> Add 3 to the target’s <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control score</a> until the start of your next turn.|Tyrants use constant violence to help them maintain an iron rule, and they never let their underlings forget it.|Control|false|Your Hero Phase||Hero Phase|||
000000497|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of its <b>Stonehorn’s Rock-hard Horns</b> is 4.||Damage|false|Passive||Start of Turn|||
000000497|2|Stone Skeleton|<b>Effect:</b> Ignore the first damage point that would be allocated to this unit in each phase.|The thick, rocklike skeletons of these beasts can take substantial punishment.|Defensive|false|Passive||Defensive reaction|||
000000497|3|Earth-shattering Charge|<b>Declare:</b> If this unit <a href="">charged</a> this phase, pick an enemy unit within 1" of it to be the target.<br><br><b>Effect:</b> Inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target. Then, roll 2D6. This unit can move a distance up to the value of the roll. During that move, it can pass through models in the target unit but must end that move in combat.|Enemies are crushed and trampled beneath the unstoppable ferocity of a Frostlord upon a charging Stonehorn.|Offensive|false|Once Per Turn (Army), Any Charge Phase|Rampage|Charge Phase|||
000000497|4|Frost Spear|<b>Effect:</b> If any damage points are allocated to an enemy <span class="kwb">HERO</span> or <span class="kwb">MONSTER</span> by attacks made with this unit’s <b>Frost Spear</b>, subtract 1 from the Attacks characteristic of that enemy unit’s melee weapons until the start of your next turn.|Blessed by the Everwinter, the bite of this ogor’s Frost Spear chills the enemy with crippling cold.|Defensive|false|Passive||Combat Phase|||
000000498|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of its <b>Thundertusk’s Colossal Tusks</b> is 2.||Damage|false|Passive||Start of Turn|||
000000498|2|Sweeping Tusks|<b>Declare:</b> Pick an enemy unit in combat with this unit to be the target.<br><br><b>Effect:</b> Roll a dice. On a 3+, roll a dice for each model in the target unit. For each 5+, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.|With a deafening bellow, the Thundertusk swings its huge frost-wreathed tusks from side to side, sending enemies flying.|Offensive|false|Once per Turn (Army), Any Movement Phase|Rampage|Movement Phase|||
000000498|3|Bellowing Voice|<b>Declare:</b> Pick any number of friendly <span class="tooltip00127" data-tooltip-content="#tooltip_content00127" data-tooltip-anchor="#tooltip_content00127"><span class="kwb">BEASTCLAW</span> <span class="kwb">RAIDERS</span></span> units wholly within 12" of this unit to be the targets.<br><br><b>Effect:</b> Each target can add 1 to the D3 roll made if that unit uses the ‘Trampling Charge’ ability this turn.|With their booming voice, the Frostlord signals the hunt.|Offensive|false|Once Per Battle (Army), Your Charge Phase||Charge Phase|||
000000499|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of its <b>Stonehorn’s Rock-hard Horns</b> is 4.||Damage|false|Passive||Start of Turn|||
000000499|2|Stone Skeleton|<b>Effect:</b> Ignore the first damage point that would be allocated to this unit in each phase.|The thick, rocklike skeletons of these beasts can take substantial punishment.|Defensive|false|Passive||Defensive reaction|||
000000499|3|Everwinter’s Goad|<b>Declare:</b> Pick each friendly and enemy <span class="tooltip00128" data-tooltip-content="#tooltip_content00128" data-tooltip-anchor="#tooltip_content00128"><span class="kwb">MONSTER</span></span> within this unit’s <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat range</a> to be the targets.  <br><br><b>Effect:</b> Roll a dice for each target. On a 3+:<br><ul><li>If the target is a friendly <span class="tooltip00126" data-tooltip-content="#tooltip_content00126" data-tooltip-anchor="#tooltip_content00126"><span class="kwb">OGOR</span> <span class="kwb">MAWTRIBES</span></span> unit, its <a href="">Companion</a> weapons have <a href="">Crit (2 Hits)</a> for the rest of the turn.</li><li>If the target is an enemy unit, subtract 1 from <a href="">hit rolls</a> for attacks made with its <b>Companion</b> weapons for the rest of the turn.</li></ul>|This ogor’s Stonehorn unleashes a mighty roar that drives nearby monsters into a frenzy.|Special|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000000500|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of its <b>Thundertusk’s Colossal Tusks</b> is 2.||Damage|false|Passive||Start of Turn|||
000000500|2|Freezing Aura|<b>Declare:</b> Pick an enemy <span class="kwb">INFANTRY</span> unit in combat with this unit to be the target.<br><br><b>Effect:</b> Roll a dice. Add 1 to the roll if the target had <a href="/aos4/the-rules/the-core-rules/#Strike-first-and-Strike-last">Strike-last</a> as a result of this ability in the previous turn. On a 4+, the target has <span class="kwb">STRIKE-LAST</span> for the rest of the turn.|Winter storms gather about this Huskard, freezing and slowing those foolish enough to close in on them on foot.|Defensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000000501|1|Beast|<b>Effect:</b> This unit has a maximum control score of 1.||Control|false|Passive||End of Turn|||
000000501|2|Hunters of the Frozen Wilds|<b>Effect:</b> This unit is not <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> to enemy units while it is within 3" of a <a href="/aos4/the-rules/the-core-rules/#Terrain-2025-26">terrain feature</a> and more than 9" from all enemy units.|The coats of Frost Sabres act as a natural camouflage in the bleak wilderness.|Defensive|false|Passive||Defensive reaction|||
000000503|1|Nasty Traps And Tricks|<b>Declare:</b> Pick an enemy unit within 6" of this unit and that used a <span class="kwb">MOVE</span> ability this turn to be the target. You cannot pick the same unit to be the target of this ability more than once per turn.<br><br><b>Effect:</b> Roll a D3. On a 2+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the roll.|These cunning creatures specialise in fighting dirty and laying all manner of lethal and cunning traps.|Offensive|false|Any Charge Phase||Charge Phase|||
000000504|1|Bounding Leaps|<b>Effect:</b> This unit can move up to 3". It can move into combat.|Adapted to an environment of plunging chasms and sheer cliffs, Icefall Yhetees possess long limbs with corded strength that see them close the distance to their prey in a single mighty bound.|Movement|false|Enemy Combat Phase||Combat Phase|||
000000505|1|Down to the Ironguts|<b>Effect:</b> This unit can use 2 <span class="kwb">FIGHT</span> abilities this phase. After the first is used, however, this unit has <a href="/aos4/the-rules/the-core-rules/#Strike-first-and-Strike-last">Strike-last</a> for the rest of the turn.|It is not often that a mawtribe’s battleline falters, but if it does, the Tyrant will call upon their Ironguts to turn the battle back in their favour.|Offensive|false|Once Per Battle, Any Combat Phase||Combat Phase|||
000000505|2|Protect the Tyrant|<b>Effect:</b> While this unit is within the <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat ranges</a> of any friendly <a href="/aos4/factions/ogor-mawtribes/Tyrant"><b>Tyrants</b></a>, both this unit and those <b>Tyrants</b> have <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">Ward (6+)</a>.|Ironguts have risen through the tribe’s ranks not only by amassing status and equipment but also by earning the favour of their Tyrant.|Defensive|false|Passive||Defensive reaction|||
000000506|1|Firing from the Belly|<b>Effect:</b> If this unit has not used a <span class="kwb">MOVE</span> ability this turn and was not set up this turn, add 1 to <a href="">hit rolls</a> for this unit’s <a href="">shooting attacks</a> for the rest of the turn.|An ogor’s sturdy frame easily absorbs the recoil of even cannon-sized weapons.|Shooting|false|Your Shooting Phase||Shooting Phase|||
000000506|2|Powder Gnoblars|<b>Effect:</b> This unit has up to 2 <b>Powder Gnoblar</b> <a href="/aos4/the-rules/the-core-rules/#Tokens">tokens</a>. Each time this unit uses a <span class="kwb">SHOOT</span> ability, for each of this unit’s <b>Powder Gnoblars</b> that are on the battlefield, you can re-roll 1 random characteristic roll for this unit’s Attacks characteristic. If a random characteristic roll re-rolled in this manner is 1, remove 1 of this unit’s <b>Powder Gnoblars</b> from the battlefield.|When assisted by a Gnoblar minion, Leadbelchers can cause even more carnage.|Shooting|false|Passive||Shooting Phase|||
000000507|1|Been There, Done That|<b>Effect:</b> Roll a dice. On a 4+, that ability has no effect on this unit.|Having travelled the realms and eaten every conceivable foe, Maneaters just laugh off the puny tricks and magics of their enemies.|Defensive|true|Once Per Turn (Army), Reaction: This unit was picked as the target of a non-Core ability||Defensive reaction|||
000000508|1|Lumpen Wall of Flesh|<b>Effect:</b> Subtract 1 from <a href="">wound rolls</a> for <a href="">shooting attacks</a> that target friendly <span class="tooltip00127" data-tooltip-content="#tooltip_content00127" data-tooltip-anchor="#tooltip_content00127"><span class="kwb">BEASTCLAW</span> <span class="kwb">RAIDERS</span></span> units while they are within this unit’s <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat range</a>.|Mournfangs and their riders provide a living shield for the other ogors, soaking up and foiling incoming ranged fire with their thick, furry hides and broad profiles.|Defensive|false|Passive||Defensive reaction|||
000000508|2|Alpha Cavalry|<b>Effect:</b> The <a href="">Charge (+1 Damage)</a> weapon ability has no effect on attacks that target this unit.|Those Mournfangs that have risen to the top of the fighting pits have done so by repeatedly charging equally massive rivals head-on and coming out on top.|Special|false|Passive||Start of Turn|||
000000519|1|Great Mawpot|<b>Effect:</b> The <b>Great Mawpot</b> is either <b>full</b> or <b>empty</b>. It starts the battle <b>full</b>.|All manner of ingredients are thrown into this metal cauldron and boiled up into a thick magical broth that reinvigorates any ogors who taste it.|Special|false|Passive||Start of Turn|||
000000519|2|Throw ’Em In|<b>Effect:</b> If an enemy model is slain within 6" of the <b>Great Mawpot</b> when it is <b>empty</b>, it becomes <b>full</b>.|The bludgeoned and hacked remains of dead foes are thrown into the bubbling cauldron to thicken the stew.|Special|false|Passive||Start of Turn|||
