id|name|faction_id|source_id|legend|regiment_options|notes|description|role|virtual|no_reinforced|link|Move|Save|Control|Health|Ward|UnitSize|Cost|
000001983|Hearthguard Berzerkers with Flamestrike Poleaxes|FY||The most skilled warriors of a magmahold are granted a place within the Hearthguard Berzerkers. These elite warriors are bodyguards to the royal family – the Auric Runefather and his Runesons. Hearthguard Berzerkers wield two-handed weapons, the better to keep the enemy at a distance from their ward. The deadly Berzerker broadaxe is a mighty weapon capable of splitting an ogor in two, while the flamestrike poleaxe features both a cleaving blade and a fiery brazier attached to the haft by a heavy chain.<br><br>Those deemed skilled enough warriors to join the Hearthguard Berzerkers are first invited to partake in ceremonial battles. Known as the Trials of Grimfyre, they involve the slaying of a gauntlet of beasts and monsters. Those who survive are allowed to pledge their oath of service, and in return are gifted their fireblessed weapon from the Runefather himself. The trials are a reflection of the challenges that await these warriors, for they must be prepared to lay down their lives unquestioningly for thei|Duardin, Infantry|||Infantry|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Hearthguard-Berzerkers-with-Flamestrike-Poleaxes|4"|6+|1|2|6+|5|110|
000001984|Fjori’s Flamebearers|FY|000000108|The duardin of Fjori’s Flamebearers are the last survivors of many magmaholds that once stood in the Adamantine Chain, now overrun by troggoths and Skaven. Fjori has galvanised them to search for new purpose – and like true sons of Grimnir they will take on any challenge, no matter how monstrous.||||Regiment of Renown|true|false|https://wahapedia.ru/aos4/factions/fyreslayers/Fjori-s-Flamebearers|||||||420|
000002042|Bundo Whalebiter|FY|000000038|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Bundo-Whalebiter||||||||
000002086|Norgrimm’s Rune Throng|FY|000000108|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Norgrimm-s-Rune-Throng||||||||
000002120|Saviours of Cinderfall|FY|000000108|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Saviours-of-Cinderfall||||||||
000002161|Stumblefoot Gargant|FY|000000143|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Stumblefoot-Gargant||||||||
000002179|The Blacktalons|FY|000000108|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/The-Blacktalons||||||||
000002190|The Horizon Seekers|FY|000000009|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/The-Horizon-Seekers||||||||
000002202|Valnir’s Stormwing|FY|000000009|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Valnir-s-Stormwing||||||||
000002215|Gotrek Gurnisson|FY||Gotrek Gurnisson hails from a world lost to legend. After a great shame befell him, he swore an oath to meet an honourable death in battle – but with his warrior skill and the unwelcome favour of the fallen god Grimnir, no foe has yet proven equal to the task. Cantankerous, surly and stubborn to a fault, Gotrek is ever travelling across the realms in search of battle. For a worthy cause, he might lend his axe for a time; still, allies are wise to keep out of the Slayer’s business, if they know what’s good for them.||||Infantry Hero|true|true|https://wahapedia.ru/aos4/factions/fyreslayers/Gotrek-Gurnisson|4"|5+|2|8|3+|||
000002216|Gotrek Gurnisson|FY|000000108|Gotrek Gurnisson hails from a world lost to legend. After a great shame befell him, he swore an oath to meet an honourable death in battle – but with his warrior skill and the unwelcome favour of the fallen god Grimnir, no foe has yet proven equal to the task. Cantankerous, surly and stubborn to a fault, Gotrek is ever travelling across the realms in search of battle. For a worthy cause, he might lend his axe for a time; still, allies are wise to keep out of the Slayer’s business, if they know what’s good for them.||||Regiment of Renown|true|false|https://wahapedia.ru/aos4/factions/fyreslayers/Gotrek-Gurnisson-1|||||||320|
000002225|Gotrek Gurnisson|FY|000000108|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Gotrek-Gurnisson-2||||||||
000002382|Scourge of Ghyran Auric Runeson on Magmadroth|FY|000000157|The sweltering jungles of Ghyran often suit the desires of lava-blooded Magmadroths, and these gigantic reptiles provide Auric Runesons with a devastating weapon with which to prove their battle-courage. Rearing up on their hind legs, they come crashing down, unleashing a fiery burst that splits the land and sends foes reeling.|0-1 %000013305Grimnir’s Chosen%, Any %000001150FYRESLAYERS%|This <span class="kwb">HERO</span> can join an eligible regiment as Vulcatrix’s Chosen.<br>This unit is legal for Matched Play for battles fought using the General’s Handbook 2025-26 battlepack.||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/fyreslayers/Scourge-of-Ghyran-Auric-Runeson-on-Magmadroth|10"|4+|5|14|6+|1|340|
000002413|Exile Scavengers|FY|000000028|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Exile-Scavengers||||||||
000002434|Drekki’s Privateers|FY|000000028|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Drekki-s-Privateers||||||||
000002444|Sky-Port Profiteers|FY|000000028|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Sky-Port-Profiteers||||||||
000002476|Bloodthirsty Shiver|FY|000000174|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Bloodthirsty-Shiver||||||||
000002485|Namarti Shore Raid|FY|000000174|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Namarti-Shore-Raid||||||||
000002674|Heroes of The Jade Abbey|FY|000000020|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Heroes-of-The-Jade-Abbey||||||||
000002684|Grombrindal, The White Dwarf|FY|000000183|Reforged by Grungni to unite the duardin of the Mortal realms, Grombrindal – the White Dwarf – has become the living embodiment of his people.|Any %000018858ORDER DUARDIN% units|<i>Legends Warscroll</i>||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/fyreslayers/Grombrindal-The-White-Dwarf|4"|4+|2|8|3+|1|360|
000002924|Nurgle’s Gift|FY|000000143|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Nurgle-s-Gift||||||||
000002983|Mask of the Deceiver|FY|000000027|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Mask-of-the-Deceiver||||||||
000003033|Sigil Convocation|FY|000000033|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Sigil-Convocation||||||||
000003041|Dawnrider Lance|FY|000000033|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Dawnrider-Lance||||||||
000003075|Enforcers of the Tithe|FY|000000023|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Enforcers-of-the-Tithe||||||||
000003123|Elthwin’s Thorns|FY|000000015|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Elthwin-s-Thorns||||||||
000003158|Khinerai Death Flight|FY|000000039|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/Khinerai-Death-Flight||||||||
000003167|The Crimson Lash|FY|000000039|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/fyreslayers/The-Crimson-Lash||||||||
000003359|Battlesmith|FY||Battlesmiths are war-skalds and icon bearers who memorialise the glorious history of the Fyreslayers through the force of their oratory. As skilled in combat as any of their kin, they keep their sacred icons aloft in the midst of war, rallying their brethren with the image of their grim-faced god. As they fight, the Battlesmiths recite the histories of the lodge, inspiring nearby Fyreslayers to ever greater deeds.||Spearhead: Saga Axeband||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/fyreslayers/Battlesmith-1|4"|5+|5|5|6+|1||
000003360|Hearthguard Berzerkers|FY||Hearthguard Berzerkers are the chosen champions of the lodge, assigned the sacred task of protecting its dynastic rulers and most prestigious figures with a near-supernatural determination. Masterful warriors skilled in the use of the more exotic armaments within their lodge’s armoury, they wreak devastation among the enemy’s ranks, their flamestrike poleaxes cleaving, bludgeoning and burning foes all at once.||Spearhead: Saga Axeband||Infantry|true|false|https://wahapedia.ru/aos4/factions/fyreslayers/Hearthguard-Berzerkers|4"|6+|1|2|6+|5||
000003361|Vulkite Berzerkers|FY||Skilled and fearless, Vulkite Berzerkers wielding twin fyresteel axes make up the core of Fyreslayer fyrds. Determined to prove their valour to the lodge, they will risk their lives in pursuit of glory without a second thought. As their ur-gold runes blaze, they become ever more ferocious, the power and fiery rage of Grimnir coursing through their bodies.||Spearhead: Saga Axeband||Infantry|true|false|https://wahapedia.ru/aos4/factions/fyreslayers/Vulkite-Berzerkers|4"|6+|1|2|6+|5||
000000009|Moonclan Shootas|GG||Moonclan Shootas gather in sizeable skulkmobs that rain black-fletched arrows upon the enemy. They pincushion their victims with sheer weight of fire, before surrounding any survivors and stabbing them viciously to death with spare arrows or clobbering them repeatedly with their knobbly bows.||||Infantry|false|false|https://wahapedia.ru/aos4/factions/gloomspite-gitz/Moonclan-Shootas|5"|6+|1|1||20|120|
000000010|Moonclan Stabbas|GG||Moonclan Stabbas form ragged ranks that advance upon the foe with gongs clanging and banners waving. Eyes bulging with the madness of the Gloomspite, they pour over the enemy lines and stab wildly at everything in their path.||||Infantry|false|false|https://wahapedia.ru/aos4/factions/gloomspite-gitz/Moonclan-Stabbas|5"|5+|1|1||20|110|
000000011|Dankhold Troggboss|GG||Dankhold Troggbosses are ancient creatures that sometimes wake from their subterranean slumbers and go on the rampage. Though potent forces of destruction in their own right, Troggbosses also inspire any lesser troggoths fighting in their shadow.|Any %000000552TROGGOTH%|This <span class="kwb">HERO</span> can join <b>Trugg</b>’s regiment.||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/gloomspite-gitz/Dankhold-Troggboss|6"|4+|5|12||1|220|
